,vehicle_id,linha_gps,linha_gtfs,distance,trip_id,departure_time,arrival_time,trajectory_type,elapsed_time,average_speed,hour
2,10306,22,22,6199.3,22_0_U,2021-08-12 07:15:00,2021-08-12 07:30:00,1,15,24.8,2021-08-12 07:00:00
3,10306,22,22,6199.3,22_0_U,2021-08-12 07:55:00,2021-08-12 08:10:00,1,15,24.8,2021-08-12 07:00:00
4,10306,22,22,6199.3,22_0_U,2021-08-12 08:55:00,2021-08-12 09:10:00,1,15,24.8,2021-08-12 08:00:00
8,10306,22,22,6330.1,22_1_U,2021-08-12 07:45:00,2021-08-12 07:55:00,1,10,38.0,2021-08-12 07:00:00
9,10306,22,22,6330.1,22_1_U,2021-08-12 08:40:00,2021-08-12 08:55:00,1,15,25.3,2021-08-12 08:00:00
28,10306,40A,40A,19873.2,40A_0_U,2021-08-06 15:15:00,2021-08-06 16:10:00,1,55,21.7,2021-08-06 15:00:00
29,10306,40A,40A,19873.2,40A_0_U,2021-08-09 14:10:00,2021-08-09 14:55:00,1,45,26.5,2021-08-09 14:00:00
30,10306,40A,40A,19873.2,40A_0_U,2021-08-09 16:10:00,2021-08-09 16:55:00,1,45,26.5,2021-08-09 16:00:00
33,10306,40A,40A,19873.2,40A_0_U,2021-08-13 04:25:00,2021-08-13 05:15:00,1,50,23.8,2021-08-13 04:00:00
34,10306,40A,40A,19445.9,40A_1_U,2021-08-06 04:05:00,2021-08-06 04:50:00,1,45,25.9,2021-08-06 04:00:00
35,10306,40A,40A,19445.9,40A_1_U,2021-08-09 05:25:00,2021-08-09 06:10:00,1,45,25.9,2021-08-09 05:00:00
36,10306,40A,40A,19445.9,40A_1_U,2021-08-09 15:20:00,2021-08-09 16:05:00,1,45,25.9,2021-08-09 15:00:00
39,10306,40A,40A,19445.9,40A_1_U,2021-08-13 03:35:00,2021-08-13 04:25:00,1,50,23.3,2021-08-13 03:00:00
40,10306,40A,40A,19445.9,40A_1_U,2021-08-13 05:25:00,2021-08-13 06:05:00,1,40,29.2,2021-08-13 05:00:00
41,10306,41,41,19498.7,41_0_U,2021-08-10 04:35:00,2021-08-10 05:15:00,1,40,29.2,2021-08-10 04:00:00
42,10306,41,41,19498.7,41_0_U,2021-08-10 06:20:00,2021-08-10 06:55:00,1,35,33.4,2021-08-10 06:00:00
43,10306,41,41,19498.7,41_0_U,2021-08-10 08:20:00,2021-08-10 09:00:00,1,40,29.2,2021-08-10 08:00:00
44,10306,41,41,19498.7,41_0_U,2021-08-10 10:20:00,2021-08-10 10:55:00,1,35,33.4,2021-08-10 10:00:00
45,10306,41,41,19498.7,41_0_U,2021-08-10 12:10:00,2021-08-10 13:00:00,1,50,23.4,2021-08-10 12:00:00
46,10306,41,41,19498.7,41_0_U,2021-08-10 14:20:00,2021-08-10 15:05:00,1,45,26.0,2021-08-10 14:00:00
48,10306,41,41,19498.7,41_0_U,2021-08-11 07:40:00,2021-08-11 08:15:00,1,35,33.4,2021-08-11 07:00:00
49,10306,41,41,19498.7,41_0_U,2021-08-11 09:30:00,2021-08-11 10:20:00,1,50,23.4,2021-08-11 09:00:00
50,10306,41,41,19498.7,41_0_U,2021-08-11 11:40:00,2021-08-11 12:20:00,1,40,29.2,2021-08-11 11:00:00
51,10306,41,41,19498.7,41_0_U,2021-08-11 15:35:00,2021-08-11 16:20:00,1,45,26.0,2021-08-11 15:00:00
52,10306,41,41,19776.8,41_1_U,2021-08-10 03:40:00,2021-08-10 04:25:00,1,45,26.4,2021-08-10 03:00:00
53,10306,41,41,19776.8,41_1_U,2021-08-10 05:30:00,2021-08-10 06:10:00,1,40,29.7,2021-08-10 05:00:00
54,10306,41,41,19776.8,41_1_U,2021-08-10 07:05:00,2021-08-10 07:55:00,1,50,23.7,2021-08-10 07:00:00
55,10306,41,41,19776.8,41_1_U,2021-08-10 09:15:00,2021-08-10 10:00:00,1,45,26.4,2021-08-10 09:00:00
56,10306,41,41,19776.8,41_1_U,2021-08-10 11:20:00,2021-08-10 12:00:00,1,40,29.7,2021-08-10 11:00:00
57,10306,41,41,19776.8,41_1_U,2021-08-10 13:15:00,2021-08-10 13:55:00,1,40,29.7,2021-08-10 13:00:00
58,10306,41,41,19776.8,41_1_U,2021-08-10 15:20:00,2021-08-10 16:00:00,1,40,29.7,2021-08-10 15:00:00
59,10306,41,41,19776.8,41_1_U,2021-08-11 03:10:00,2021-08-11 03:50:00,1,40,29.7,2021-08-11 03:00:00
60,10306,41,41,19776.8,41_1_U,2021-08-11 05:00:00,2021-08-11 05:50:00,1,50,23.7,2021-08-11 05:00:00
61,10306,41,41,19776.8,41_1_U,2021-08-11 10:35:00,2021-08-11 11:15:00,1,40,29.7,2021-08-11 10:00:00
62,10306,41,41,19776.8,41_1_U,2021-08-11 12:35:00,2021-08-11 13:20:00,1,45,26.4,2021-08-11 12:00:00
63,10306,41,41,19776.8,41_1_U,2021-08-11 14:45:00,2021-08-11 15:25:00,1,40,29.7,2021-08-11 14:00:00
64,10306,46,46,28662.6,46_0_U,2021-07-26 05:50:00,2021-07-26 06:40:00,1,50,34.4,2021-07-26 05:00:00
69,10306,46,46,28209.2,46_1_U,2021-07-26 04:30:00,2021-07-26 05:30:00,1,60,28.2,2021-07-26 04:00:00
76,12701,10,10,38642.1,10_0_U,2021-07-23 04:40:00,2021-07-23 06:05:00,1,85,27.3,2021-07-23 04:00:00
99,12701,31,31,24136.4,31_0_U,2021-07-21 09:55:00,2021-07-21 10:45:00,1,50,29.0,2021-07-21 09:00:00
100,12701,31,31,24136.4,31_0_U,2021-07-21 12:45:00,2021-07-21 13:45:00,1,60,24.1,2021-07-21 12:00:00
106,12701,31,31,24136.4,31_0_U,2021-07-30 03:40:00,2021-07-30 04:25:00,1,45,32.2,2021-07-30 03:00:00
130,12701,31,31,23718.4,31_1_U,2021-07-21 11:35:00,2021-07-21 12:25:00,1,50,28.5,2021-07-21 11:00:00
131,12701,31,31,23718.4,31_1_U,2021-07-22 02:40:00,2021-07-22 03:15:00,1,35,40.7,2021-07-22 02:00:00
136,12701,31,31,23718.4,31_1_U,2021-07-30 02:55:00,2021-07-30 03:40:00,1,45,31.6,2021-07-30 02:00:00
155,12701,35A,35A,26150.9,35A_0_U,2021-07-29 03:55:00,2021-07-29 04:50:00,1,55,28.5,2021-07-29 03:00:00
156,12701,35A,35A,26150.9,35A_0_U,2021-08-12 16:00:00,2021-08-12 17:35:00,1,95,16.5,2021-08-12 16:00:00
157,12701,35A,35A,26150.9,35A_0_U,2021-08-12 19:10:00,2021-08-12 20:05:00,1,55,28.5,2021-08-12 19:00:00
159,12701,35A,35A,26166.0,35A_1_U,2021-08-12 14:50:00,2021-08-12 16:00:00,1,70,22.4,2021-08-12 14:00:00
160,12701,35A,35A,26166.0,35A_1_U,2021-08-12 17:55:00,2021-08-12 18:50:00,1,55,28.5,2021-08-12 17:00:00
171,12701,40A,40A,19873.2,40A_0_U,2021-07-22 14:15:00,2021-07-22 15:05:00,1,50,23.8,2021-07-22 14:00:00
172,12701,40A,40A,19873.2,40A_0_U,2021-07-22 16:00:00,2021-07-22 16:35:00,1,35,34.1,2021-07-22 16:00:00
182,12701,40A,40A,19873.2,40A_0_U,2021-08-09 15:20:00,2021-08-09 16:05:00,1,45,26.5,2021-08-09 15:00:00
200,12701,40A,40A,19445.9,40A_1_U,2021-07-22 15:10:00,2021-07-22 15:55:00,1,45,25.9,2021-07-22 15:00:00
210,12701,40A,40A,19445.9,40A_1_U,2021-08-10 15:25:00,2021-08-10 16:05:00,1,40,29.2,2021-08-10 15:00:00
218,12701,42A,42A,21270.2,42A_0_U,2021-07-19 14:35:00,2021-07-19 15:30:00,1,55,23.2,2021-07-19 14:00:00
219,12701,42A,42A,21270.2,42A_0_U,2021-07-19 16:50:00,2021-07-19 17:45:00,1,55,23.2,2021-07-19 16:00:00
220,12701,42A,42A,21270.2,42A_0_U,2021-07-19 18:55:00,2021-07-19 19:45:00,1,50,25.5,2021-07-19 18:00:00
221,12701,42A,42A,21270.2,42A_0_U,2021-07-20 05:35:00,2021-07-20 06:25:00,1,50,25.5,2021-07-20 05:00:00
222,12701,42A,42A,21270.2,42A_0_U,2021-07-20 07:45:00,2021-07-20 08:30:00,1,45,28.4,2021-07-20 07:00:00
223,12701,42A,42A,21270.2,42A_0_U,2021-07-20 09:35:00,2021-07-20 10:25:00,1,50,25.5,2021-07-20 09:00:00
224,12701,42A,42A,21100.8,42A_1_U,2021-07-19 15:30:00,2021-07-19 16:40:00,1,70,18.1,2021-07-19 15:00:00
225,12701,42A,42A,21100.8,42A_1_U,2021-07-19 17:40:00,2021-07-19 18:35:00,1,55,23.0,2021-07-19 17:00:00
229,12701,46,46,28662.6,46_0_U,2021-07-13 02:55:00,2021-07-13 03:55:00,1,60,28.7,2021-07-13 02:00:00
230,12701,46,46,28662.6,46_0_U,2021-07-13 05:45:00,2021-07-13 06:40:00,1,55,31.3,2021-07-13 05:00:00
234,12701,46,46,28662.6,46_0_U,2021-07-19 03:30:00,2021-07-19 04:30:00,1,60,28.7,2021-07-19 03:00:00
235,12701,46,46,28662.6,46_0_U,2021-07-19 06:00:00,2021-07-19 07:00:00,1,60,28.7,2021-07-19 06:00:00
236,12701,46,46,28662.6,46_0_U,2021-07-19 08:20:00,2021-07-19 09:20:00,1,60,28.7,2021-07-19 08:00:00
241,12701,46,46,28662.6,46_0_U,2021-07-23 02:15:00,2021-07-23 03:00:00,1,45,38.2,2021-07-23 02:00:00
242,12701,46,46,28662.6,46_0_U,2021-07-28 21:20:00,2021-07-28 22:10:00,1,50,34.4,2021-07-28 21:00:00
244,12701,46,46,28662.6,46_0_U,2021-08-04 02:30:00,2021-08-04 03:30:00,1,60,28.7,2021-08-04 02:00:00
246,12701,46,46,28662.6,46_0_U,2021-08-05 03:10:00,2021-08-05 04:10:00,1,60,28.7,2021-08-05 03:00:00
250,12701,46,46,28662.6,46_0_U,2021-08-11 02:30:00,2021-08-11 03:30:00,1,60,28.7,2021-08-11 02:00:00
251,12701,46,46,28662.6,46_0_U,2021-08-11 05:30:00,2021-08-11 06:55:00,1,85,20.2,2021-08-11 05:00:00
252,12701,46,46,28662.6,46_0_U,2021-08-11 08:20:00,2021-08-11 09:15:00,1,55,31.3,2021-08-11 08:00:00
253,12701,46,46,28662.6,46_0_U,2021-08-11 13:10:00,2021-08-11 14:10:00,1,60,28.7,2021-08-11 13:00:00
254,12701,46,46,28662.6,46_0_U,2021-08-11 15:55:00,2021-08-11 17:00:00,1,65,26.5,2021-08-11 15:00:00
255,12701,46,46,28662.6,46_0_U,2021-08-12 02:30:00,2021-08-12 03:30:00,1,60,28.7,2021-08-12 02:00:00
256,12701,46,46,28662.6,46_0_U,2021-08-12 05:00:00,2021-08-12 06:15:00,1,75,22.9,2021-08-12 05:00:00
257,12701,46,46,28662.6,46_0_U,2021-08-12 07:40:00,2021-08-12 09:00:00,1,80,21.5,2021-08-12 07:00:00
259,12701,46,46,28662.6,46_0_U,2021-08-13 02:30:00,2021-08-13 03:30:00,1,60,28.7,2021-08-13 02:00:00
261,12701,46,46,28209.2,46_1_U,2021-07-13 04:15:00,2021-07-13 05:15:00,1,60,28.2,2021-07-13 04:00:00
262,12701,46,46,28209.2,46_1_U,2021-07-13 06:55:00,2021-07-13 07:55:00,1,60,28.2,2021-07-13 06:00:00
265,12701,46,46,28209.2,46_1_U,2021-07-19 02:05:00,2021-07-19 03:00:00,1,55,30.8,2021-07-19 02:00:00
266,12701,46,46,28209.2,46_1_U,2021-07-19 04:45:00,2021-07-19 05:50:00,1,65,26.0,2021-07-19 04:00:00
267,12701,46,46,28209.2,46_1_U,2021-07-19 07:10:00,2021-07-19 08:15:00,1,65,26.0,2021-07-19 07:00:00
271,12701,46,46,28209.2,46_1_U,2021-07-22 12:50:00,2021-07-22 13:50:00,1,60,28.2,2021-07-22 12:00:00
273,12701,46,46,28209.2,46_1_U,2021-07-23 01:00:00,2021-07-23 02:10:00,1,70,24.2,2021-07-23 01:00:00
274,12701,46,46,28209.2,46_1_U,2021-07-23 03:25:00,2021-07-23 04:25:00,1,60,28.2,2021-07-23 03:00:00
276,12701,46,46,28209.2,46_1_U,2021-08-04 04:00:00,2021-08-04 05:00:00,1,60,28.2,2021-08-04 04:00:00
278,12701,46,46,28209.2,46_1_U,2021-08-05 04:35:00,2021-08-05 05:30:00,1,55,30.8,2021-08-05 04:00:00
280,12701,46,46,28209.2,46_1_U,2021-08-11 01:10:00,2021-08-11 02:00:00,1,50,33.9,2021-08-11 01:00:00
281,12701,46,46,28209.2,46_1_U,2021-08-11 04:00:00,2021-08-11 05:00:00,1,60,28.2,2021-08-11 04:00:00
282,12701,46,46,28209.2,46_1_U,2021-08-11 07:30:00,2021-08-11 08:00:00,1,30,56.4,2021-08-11 07:00:00
283,12701,46,46,28209.2,46_1_U,2021-08-11 09:30:00,2021-08-11 10:35:00,1,65,26.0,2021-08-11 09:00:00
284,12701,46,46,28209.2,46_1_U,2021-08-11 11:55:00,2021-08-11 12:50:00,1,55,30.8,2021-08-11 11:00:00
285,12701,46,46,28209.2,46_1_U,2021-08-11 14:25:00,2021-08-11 15:25:00,1,60,28.2,2021-08-11 14:00:00
286,12701,46,46,28209.2,46_1_U,2021-08-12 01:15:00,2021-08-12 02:05:00,1,50,33.9,2021-08-12 01:00:00
287,12701,46,46,28209.2,46_1_U,2021-08-12 03:45:00,2021-08-12 04:50:00,1,65,26.0,2021-08-12 03:00:00
288,12701,46,46,28209.2,46_1_U,2021-08-12 06:35:00,2021-08-12 07:40:00,1,65,26.0,2021-08-12 06:00:00
290,12701,46,46,28209.2,46_1_U,2021-08-13 01:10:00,2021-08-13 02:00:00,1,50,33.9,2021-08-13 01:00:00
291,12701,46,46,28209.2,46_1_U,2021-08-13 03:55:00,2021-08-13 05:00:00,1,65,26.0,2021-08-13 03:00:00
294,12701,51A,51A,23116.3,51A_0_U,2021-08-05 13:45:00,2021-08-05 14:25:00,1,40,34.7,2021-08-05 13:00:00
295,12701,51A,51A,23116.3,51A_0_U,2021-08-05 15:25:00,2021-08-05 16:15:00,1,50,27.7,2021-08-05 15:00:00
296,12701,51A,51A,23064.8,51A_1_U,2021-08-05 14:35:00,2021-08-05 15:15:00,1,40,34.6,2021-08-05 14:00:00
297,12701,51A,51A,23064.8,51A_1_U,2021-08-05 16:15:00,2021-08-05 16:55:00,1,40,34.6,2021-08-05 16:00:00
303,12702,35A,35A,26166.0,35A_1_U,2021-08-09 05:55:00,2021-08-09 06:55:00,1,60,26.2,2021-08-09 05:00:00
304,12702,35A,35A,26166.0,35A_1_U,2021-08-09 17:25:00,2021-08-09 18:25:00,1,60,26.2,2021-08-09 17:00:00
310,12703,10,10,39051.4,10_1_U,2021-07-28 06:15:00,2021-07-28 07:10:00,1,55,42.6,2021-07-28 06:00:00
315,12703,13,13,24891.4,13_0_U,2021-07-15 06:00:00,2021-07-15 06:40:00,1,40,37.3,2021-07-15 06:00:00
316,12703,13,13,24853.9,13_1_U,2021-07-15 06:35:00,2021-07-15 07:40:00,1,65,22.9,2021-07-15 06:00:00
342,12703,22,22,6199.3,22_0_U,2021-07-28 07:50:00,2021-07-28 08:05:00,1,15,24.8,2021-07-28 07:00:00
378,12703,22,22,6330.1,22_1_U,2021-07-28 07:35:00,2021-07-28 07:50:00,1,15,25.3,2021-07-28 07:00:00
399,12703,31,31,24136.4,31_0_U,2021-07-14 03:20:00,2021-07-14 04:05:00,1,45,32.2,2021-07-14 03:00:00
401,12703,31,31,24136.4,31_0_U,2021-07-15 03:25:00,2021-07-15 04:05:00,1,40,36.2,2021-07-15 03:00:00
425,12703,31,31,24136.4,31_0_U,2021-07-30 03:00:00,2021-07-30 03:40:00,1,40,36.2,2021-07-30 03:00:00
456,12703,31,31,24136.4,31_0_U,2021-08-10 03:25:00,2021-08-10 04:10:00,1,45,32.2,2021-08-10 03:00:00
459,12703,31,31,23718.4,31_1_U,2021-07-14 02:35:00,2021-07-14 03:15:00,1,40,35.6,2021-07-14 02:00:00
461,12703,31,31,23718.4,31_1_U,2021-07-15 02:35:00,2021-07-15 03:20:00,1,45,31.6,2021-07-15 02:00:00
462,12703,31,31,23718.4,31_1_U,2021-07-15 04:40:00,2021-07-15 05:20:00,1,40,35.6,2021-07-15 04:00:00
485,12703,31,31,23718.4,31_1_U,2021-07-28 03:20:00,2021-07-28 04:00:00,1,40,35.6,2021-07-28 03:00:00
489,12703,31,31,23718.4,31_1_U,2021-07-30 02:15:00,2021-07-30 02:55:00,1,40,35.6,2021-07-30 02:00:00
490,12703,31,31,23718.4,31_1_U,2021-07-30 04:20:00,2021-07-30 05:00:00,1,40,35.6,2021-07-30 04:00:00
522,12703,31,31,23718.4,31_1_U,2021-08-10 04:35:00,2021-08-10 05:20:00,1,45,31.6,2021-08-10 04:00:00
528,12703,35A,35A,26150.9,35A_0_U,2021-07-19 02:05:00,2021-07-19 03:00:00,1,55,28.5,2021-07-19 02:00:00
529,12703,35A,35A,26150.9,35A_0_U,2021-07-19 04:20:00,2021-07-19 05:20:00,1,60,26.2,2021-07-19 04:00:00
530,12703,35A,35A,26150.9,35A_0_U,2021-07-19 07:00:00,2021-07-19 07:55:00,1,55,28.5,2021-07-19 07:00:00
531,12703,35A,35A,26150.9,35A_0_U,2021-07-19 13:30:00,2021-07-19 14:40:00,1,70,22.4,2021-07-19 13:00:00
532,12703,35A,35A,26150.9,35A_0_U,2021-07-19 16:50:00,2021-07-19 17:55:00,1,65,24.1,2021-07-19 16:00:00
533,12703,35A,35A,26150.9,35A_0_U,2021-07-19 19:30:00,2021-07-19 20:30:00,1,60,26.2,2021-07-19 19:00:00
534,12703,35A,35A,26150.9,35A_0_U,2021-07-21 05:55:00,2021-07-21 07:00:00,1,65,24.1,2021-07-21 05:00:00
535,12703,35A,35A,26150.9,35A_0_U,2021-07-21 14:25:00,2021-07-21 15:45:00,1,80,19.6,2021-07-21 14:00:00
536,12703,35A,35A,26150.9,35A_0_U,2021-07-21 17:10:00,2021-07-21 18:20:00,1,70,22.4,2021-07-21 17:00:00
537,12703,35A,35A,26150.9,35A_0_U,2021-07-21 19:45:00,2021-07-21 20:40:00,1,55,28.5,2021-07-21 19:00:00
538,12703,35A,35A,26150.9,35A_0_U,2021-07-23 05:00:00,2021-07-23 05:55:00,1,55,28.5,2021-07-23 05:00:00
539,12703,35A,35A,26150.9,35A_0_U,2021-07-23 10:15:00,2021-07-23 11:20:00,1,65,24.1,2021-07-23 10:00:00
540,12703,35A,35A,26150.9,35A_0_U,2021-07-23 12:55:00,2021-07-23 14:10:00,1,75,20.9,2021-07-23 12:00:00
541,12703,35A,35A,26150.9,35A_0_U,2021-07-23 15:45:00,2021-07-23 17:10:00,1,85,18.5,2021-07-23 15:00:00
542,12703,35A,35A,26150.9,35A_0_U,2021-07-23 18:50:00,2021-07-23 19:45:00,1,55,28.5,2021-07-23 18:00:00
543,12703,35A,35A,26150.9,35A_0_U,2021-07-26 06:00:00,2021-07-26 07:00:00,1,60,26.2,2021-07-26 06:00:00
544,12703,35A,35A,26150.9,35A_0_U,2021-07-26 08:55:00,2021-07-26 10:05:00,1,70,22.4,2021-07-26 08:00:00
545,12703,35A,35A,26150.9,35A_0_U,2021-07-26 11:40:00,2021-07-26 12:45:00,1,65,24.1,2021-07-26 11:00:00
546,12703,35A,35A,26150.9,35A_0_U,2021-07-26 14:25:00,2021-07-26 15:40:00,1,75,20.9,2021-07-26 14:00:00
547,12703,35A,35A,26150.9,35A_0_U,2021-07-26 17:45:00,2021-07-26 18:55:00,1,70,22.4,2021-07-26 17:00:00
548,12703,35A,35A,26150.9,35A_0_U,2021-07-26 20:15:00,2021-07-26 20:50:00,1,35,44.8,2021-07-26 20:00:00
549,12703,35A,35A,26150.9,35A_0_U,2021-07-27 05:15:00,2021-07-27 06:15:00,1,60,26.2,2021-07-27 05:00:00
551,12703,35A,35A,26150.9,35A_0_U,2021-08-03 07:25:00,2021-08-03 08:25:00,1,60,26.2,2021-08-03 07:00:00
552,12703,35A,35A,26150.9,35A_0_U,2021-08-03 10:10:00,2021-08-03 11:25:00,1,75,20.9,2021-08-03 10:00:00
553,12703,35A,35A,26150.9,35A_0_U,2021-08-03 12:45:00,2021-08-03 13:55:00,1,70,22.4,2021-08-03 12:00:00
554,12703,35A,35A,26150.9,35A_0_U,2021-08-11 07:55:00,2021-08-11 08:55:00,1,60,26.2,2021-08-11 07:00:00
555,12703,35A,35A,26150.9,35A_0_U,2021-08-11 10:40:00,2021-08-11 11:40:00,1,60,26.2,2021-08-11 10:00:00
556,12703,35A,35A,26150.9,35A_0_U,2021-08-11 13:35:00,2021-08-11 14:45:00,1,70,22.4,2021-08-11 13:00:00
557,12703,35A,35A,26150.9,35A_0_U,2021-08-11 16:25:00,2021-08-11 17:40:00,1,75,20.9,2021-08-11 16:00:00
558,12703,35A,35A,26150.9,35A_0_U,2021-08-11 19:10:00,2021-08-11 20:05:00,1,55,28.5,2021-08-11 19:00:00
559,12703,35A,35A,26150.9,35A_0_U,2021-08-12 02:05:00,2021-08-12 02:55:00,1,50,31.4,2021-08-12 02:00:00
560,12703,35A,35A,26150.9,35A_0_U,2021-08-12 04:30:00,2021-08-12 05:25:00,1,55,28.5,2021-08-12 04:00:00
561,12703,35A,35A,26150.9,35A_0_U,2021-08-12 06:55:00,2021-08-12 07:50:00,1,55,28.5,2021-08-12 06:00:00
562,12703,35A,35A,26150.9,35A_0_U,2021-08-12 10:15:00,2021-08-12 11:15:00,1,60,26.2,2021-08-12 10:00:00
563,12703,35A,35A,26150.9,35A_0_U,2021-08-12 13:15:00,2021-08-12 14:25:00,1,70,22.4,2021-08-12 13:00:00
564,12703,35A,35A,26150.9,35A_0_U,2021-08-13 02:10:00,2021-08-13 02:55:00,1,45,34.9,2021-08-13 02:00:00
565,12703,35A,35A,26150.9,35A_0_U,2021-08-13 04:40:00,2021-08-13 05:45:00,1,65,24.1,2021-08-13 04:00:00
568,12703,35A,35A,26166.0,35A_1_U,2021-07-19 05:40:00,2021-07-19 06:45:00,1,65,24.2,2021-07-19 05:00:00
570,12703,35A,35A,26166.0,35A_1_U,2021-07-19 15:05:00,2021-07-19 16:15:00,1,70,22.4,2021-07-19 15:00:00
571,12703,35A,35A,26166.0,35A_1_U,2021-07-19 18:15:00,2021-07-19 19:20:00,1,65,24.2,2021-07-19 18:00:00
572,12703,35A,35A,26166.0,35A_1_U,2021-07-21 04:25:00,2021-07-21 05:25:00,1,60,26.2,2021-07-21 04:00:00
573,12703,35A,35A,26166.0,35A_1_U,2021-07-21 07:10:00,2021-07-21 08:15:00,1,65,24.2,2021-07-21 07:00:00
574,12703,35A,35A,26166.0,35A_1_U,2021-07-21 15:55:00,2021-07-21 17:00:00,1,65,24.2,2021-07-21 15:00:00
575,12703,35A,35A,26166.0,35A_1_U,2021-07-21 18:25:00,2021-07-21 19:20:00,1,55,28.5,2021-07-21 18:00:00
577,12703,35A,35A,26166.0,35A_1_U,2021-07-23 06:25:00,2021-07-23 07:20:00,1,55,28.5,2021-07-23 06:00:00
578,12703,35A,35A,26166.0,35A_1_U,2021-07-23 11:35:00,2021-07-23 12:35:00,1,60,26.2,2021-07-23 11:00:00
579,12703,35A,35A,26166.0,35A_1_U,2021-07-23 14:25:00,2021-07-23 15:35:00,1,70,22.4,2021-07-23 14:00:00
581,12703,35A,35A,26166.0,35A_1_U,2021-07-26 10:15:00,2021-07-26 11:20:00,1,65,24.2,2021-07-26 10:00:00
582,12703,35A,35A,26166.0,35A_1_U,2021-07-26 13:00:00,2021-07-26 14:10:00,1,70,22.4,2021-07-26 13:00:00
583,12703,35A,35A,26166.0,35A_1_U,2021-07-26 19:15:00,2021-07-26 20:10:00,1,55,28.5,2021-07-26 19:00:00
584,12703,35A,35A,26166.0,35A_1_U,2021-07-27 04:10:00,2021-07-27 05:15:00,1,65,24.2,2021-07-27 04:00:00
587,12703,35A,35A,26166.0,35A_1_U,2021-08-03 05:05:00,2021-08-03 06:15:00,1,70,22.4,2021-08-03 05:00:00
588,12703,35A,35A,26166.0,35A_1_U,2021-08-03 08:50:00,2021-08-03 09:55:00,1,65,24.2,2021-08-03 08:00:00
589,12703,35A,35A,26166.0,35A_1_U,2021-08-03 11:30:00,2021-08-03 12:45:00,1,75,20.9,2021-08-03 11:00:00
590,12703,35A,35A,26166.0,35A_1_U,2021-08-03 14:05:00,2021-08-03 15:35:00,1,90,17.4,2021-08-03 14:00:00
592,12703,35A,35A,26166.0,35A_1_U,2021-08-11 17:55:00,2021-08-11 18:50:00,1,55,28.5,2021-08-11 17:00:00
593,12703,35A,35A,26166.0,35A_1_U,2021-08-12 01:00:00,2021-08-12 01:45:00,1,45,34.9,2021-08-12 01:00:00
594,12703,35A,35A,26166.0,35A_1_U,2021-08-12 05:45:00,2021-08-12 06:55:00,1,70,22.4,2021-08-12 05:00:00
595,12703,35A,35A,26166.0,35A_1_U,2021-08-12 08:15:00,2021-08-12 09:15:00,1,60,26.2,2021-08-12 08:00:00
596,12703,35A,35A,26166.0,35A_1_U,2021-08-12 11:40:00,2021-08-12 12:40:00,1,60,26.2,2021-08-12 11:00:00
597,12703,35A,35A,26166.0,35A_1_U,2021-08-12 14:35:00,2021-08-12 15:50:00,1,75,20.9,2021-08-12 14:00:00
598,12703,35A,35A,26166.0,35A_1_U,2021-08-13 01:00:00,2021-08-13 01:45:00,1,45,34.9,2021-08-13 01:00:00
650,12703,40A,40A,19873.2,40A_0_U,2021-07-28 12:35:00,2021-07-28 13:15:00,1,40,29.8,2021-07-28 12:00:00
674,12703,40A,40A,19873.2,40A_0_U,2021-08-10 12:15:00,2021-08-10 12:55:00,1,40,29.8,2021-08-10 12:00:00
675,12703,40A,40A,19873.2,40A_0_U,2021-08-10 13:55:00,2021-08-10 14:45:00,1,50,23.8,2021-08-10 13:00:00
725,12703,40A,40A,19445.9,40A_1_U,2021-07-28 13:20:00,2021-07-28 14:15:00,1,55,21.2,2021-07-28 13:00:00
742,12703,40A,40A,19445.9,40A_1_U,2021-08-10 13:05:00,2021-08-10 13:45:00,1,40,29.2,2021-08-10 13:00:00
743,12703,40A,40A,19445.9,40A_1_U,2021-08-10 14:45:00,2021-08-10 15:25:00,1,40,29.2,2021-08-10 14:00:00
744,12703,40A,40A,19445.9,40A_1_U,2021-08-10 18:15:00,2021-08-10 18:45:00,1,30,38.9,2021-08-10 18:00:00
752,12703,41,41,19498.7,41_0_U,2021-07-16 02:50:00,2021-07-16 03:25:00,1,35,33.4,2021-07-16 02:00:00
753,12703,41,41,19498.7,41_0_U,2021-07-16 04:20:00,2021-07-16 05:00:00,1,40,29.2,2021-07-16 04:00:00
754,12703,41,41,19498.7,41_0_U,2021-07-16 06:05:00,2021-07-16 06:45:00,1,40,29.2,2021-07-16 06:00:00
755,12703,41,41,19498.7,41_0_U,2021-07-16 07:55:00,2021-07-16 08:35:00,1,40,29.2,2021-07-16 07:00:00
756,12703,41,41,19498.7,41_0_U,2021-07-16 10:00:00,2021-07-16 10:40:00,1,40,29.2,2021-07-16 10:00:00
757,12703,41,41,19498.7,41_0_U,2021-07-16 11:55:00,2021-07-16 12:35:00,1,40,29.2,2021-07-16 11:00:00
758,12703,41,41,19498.7,41_0_U,2021-07-16 13:50:00,2021-07-16 14:25:00,1,35,33.4,2021-07-16 13:00:00
759,12703,41,41,19498.7,41_0_U,2021-07-16 17:20:00,2021-07-16 17:55:00,1,35,33.4,2021-07-16 17:00:00
760,12703,41,41,19498.7,41_0_U,2021-07-22 04:10:00,2021-07-22 05:00:00,1,50,23.4,2021-07-22 04:00:00
761,12703,41,41,19498.7,41_0_U,2021-07-22 06:05:00,2021-07-22 06:45:00,1,40,29.2,2021-07-22 06:00:00
