,vehicle_id,linha_gps,linha_gtfs,distance,trip_id,departure_time,arrival_time,trajectory_type,elapsed_time,average_speed,hour
18831,12741,10,10,39051.4,10_1_U,2021-08-09 03:40:00,2021-08-09 04:55:00,1,75,31.2,2021-08-09 03:00:00
18832,12741,10,10,39051.4,10_1_U,2021-08-09 06:40:00,2021-08-09 08:55:00,1,135,17.4,2021-08-09 06:00:00
18971,12741,12,12,31605.9,12_0_U,2021-07-26 06:30:00,2021-07-26 08:20:00,1,110,17.2,2021-07-26 06:00:00
19002,12741,12,12,31659.2,12_1_U,2021-07-15 15:35:00,2021-07-15 16:45:00,1,70,27.1,2021-07-15 15:00:00
19005,12741,12,12,31659.2,12_1_U,2021-07-17 00:55:00,2021-07-17 04:00:00,1,185,10.3,2021-07-17 00:00:00
19008,12741,12,12,31659.2,12_1_U,2021-07-18 13:15:00,2021-07-18 15:40:00,1,145,13.1,2021-07-18 13:00:00
19019,12741,12,12,31659.2,12_1_U,2021-07-24 01:30:00,2021-07-24 02:15:00,1,45,42.2,2021-07-24 01:00:00
19044,12741,12,12,31659.2,12_1_U,2021-08-09 19:05:00,2021-08-09 19:45:00,1,40,47.5,2021-08-09 19:00:00
19194,12741,14,14,40680.0,14_0_U,2021-07-15 02:50:00,2021-07-15 04:15:00,1,85,28.7,2021-07-15 02:00:00
19201,12741,14,14,40620.6,14_1_U,2021-07-15 02:00:00,2021-07-15 02:50:00,1,50,48.7,2021-07-15 02:00:00
19202,12741,14,14,40620.6,14_1_U,2021-07-15 04:25:00,2021-07-15 06:45:00,1,140,17.4,2021-07-15 04:00:00
19205,12741,14,14,40620.6,14_1_U,2021-07-30 04:00:00,2021-07-30 05:00:00,1,60,40.6,2021-07-30 04:00:00
19311,12741,19,19,23329.5,19_1_U,2021-08-11 01:30:00,2021-08-11 02:00:00,1,30,46.7,2021-08-11 01:00:00
19322,12741,20,20,30340.3,20_0_U,2021-07-19 01:50:00,2021-07-19 02:35:00,1,45,40.5,2021-07-19 01:00:00
19326,12741,20,20,30340.3,20_0_U,2021-07-20 03:05:00,2021-07-20 04:00:00,1,55,33.1,2021-07-20 03:00:00
19327,12741,20,20,30340.3,20_0_U,2021-07-20 07:05:00,2021-07-20 07:55:00,1,50,36.4,2021-07-20 07:00:00
19337,12741,20,20,30340.3,20_0_U,2021-07-26 03:20:00,2021-07-26 04:10:00,1,50,36.4,2021-07-26 03:00:00
19339,12741,20,20,30340.3,20_0_U,2021-07-26 14:15:00,2021-07-26 15:20:00,1,65,28.0,2021-07-26 14:00:00
19340,12741,20,20,30340.3,20_0_U,2021-07-27 09:55:00,2021-07-27 10:50:00,1,55,33.1,2021-07-27 09:00:00
19343,12741,20,20,30340.3,20_0_U,2021-07-29 02:30:00,2021-07-29 03:15:00,1,45,40.5,2021-07-29 02:00:00
19344,12741,20,20,30340.3,20_0_U,2021-07-29 18:15:00,2021-07-29 19:00:00,1,45,40.5,2021-07-29 18:00:00
19353,12741,20,20,30340.3,20_0_U,2021-08-04 02:50:00,2021-08-04 04:10:00,1,80,22.8,2021-08-04 02:00:00
19356,12741,20,20,30340.3,20_0_U,2021-08-05 03:30:00,2021-08-05 04:15:00,1,45,40.5,2021-08-05 03:00:00
19360,12741,20,20,30340.3,20_0_U,2021-08-06 12:00:00,2021-08-06 12:55:00,1,55,33.1,2021-08-06 12:00:00
19361,12741,20,20,30340.3,20_0_U,2021-08-06 14:30:00,2021-08-06 15:45:00,1,75,24.3,2021-08-06 14:00:00
19379,12741,20,20,30340.3,20_0_U,2021-08-12 03:45:00,2021-08-12 04:35:00,1,50,36.4,2021-08-12 03:00:00
19389,12741,20,20,30700.2,20_1_U,2021-07-19 02:45:00,2021-07-19 03:35:00,1,50,36.8,2021-07-19 02:00:00
19391,12741,20,20,30700.2,20_1_U,2021-07-20 04:30:00,2021-07-20 07:05:00,1,155,11.9,2021-07-20 04:00:00
19401,12741,20,20,30700.2,20_1_U,2021-07-26 02:15:00,2021-07-26 03:10:00,1,55,33.5,2021-07-26 02:00:00
19402,12741,20,20,30700.2,20_1_U,2021-07-26 04:25:00,2021-07-26 05:15:00,1,50,36.8,2021-07-26 04:00:00
19404,12741,20,20,30700.2,20_1_U,2021-07-26 18:20:00,2021-07-26 20:55:00,1,155,11.9,2021-07-26 18:00:00
19407,12741,20,20,30700.2,20_1_U,2021-07-29 01:30:00,2021-07-29 02:20:00,1,50,36.8,2021-07-29 01:00:00
19408,12741,20,20,30700.2,20_1_U,2021-07-29 03:45:00,2021-07-29 04:40:00,1,55,33.5,2021-07-29 03:00:00
19409,12741,20,20,30700.2,20_1_U,2021-07-29 19:30:00,2021-07-29 20:15:00,1,45,40.9,2021-07-29 19:00:00
19416,12741,20,20,30700.2,20_1_U,2021-08-04 01:55:00,2021-08-04 02:50:00,1,55,33.5,2021-08-04 01:00:00
19417,12741,20,20,30700.2,20_1_U,2021-08-04 04:20:00,2021-08-04 05:15:00,1,55,33.5,2021-08-04 04:00:00
19419,12741,20,20,30700.2,20_1_U,2021-08-05 02:25:00,2021-08-05 03:15:00,1,50,36.8,2021-08-05 02:00:00
19423,12741,20,20,30700.2,20_1_U,2021-08-06 13:05:00,2021-08-06 14:05:00,1,60,30.7,2021-08-06 13:00:00
19434,12741,20,20,30700.2,20_1_U,2021-08-09 03:40:00,2021-08-09 04:25:00,1,45,40.9,2021-08-09 03:00:00
19440,12741,20,20,30700.2,20_1_U,2021-08-12 02:35:00,2021-08-12 03:35:00,1,60,30.7,2021-08-12 02:00:00
19441,12741,20,20,30700.2,20_1_U,2021-08-12 04:55:00,2021-08-12 05:50:00,1,55,33.5,2021-08-12 04:00:00
19503,12741,25A,25A,25077.8,25A_0_U,2021-08-10 17:40:00,2021-08-10 18:25:00,1,45,33.4,2021-08-10 17:00:00
19602,12741,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-09 22:40:00,2021-08-09 23:05:00,1,25,37.6,2021-08-09 22:00:00
19603,12741,LECD33,LECD33,15681.7,LECD33_0_U,2021-08-10 00:30:00,2021-08-10 01:10:00,1,40,23.5,2021-08-10 00:00:00
19611,12741,LECD33,LECD33,16375.1,LECD33_1_U,2021-08-09 23:35:00,2021-08-10 00:10:00,1,35,28.1,2021-08-09 23:00:00
19664,12742,31,31,24136.4,31_0_U,2021-08-02 02:45:00,2021-08-02 03:30:00,1,45,32.2,2021-08-02 02:00:00
19703,12742,31,31,23718.4,31_1_U,2021-08-02 02:00:00,2021-08-02 02:35:00,1,35,40.7,2021-08-02 02:00:00
19706,12742,31,31,23718.4,31_1_U,2021-08-06 02:55:00,2021-08-06 03:35:00,1,40,35.6,2021-08-06 02:00:00
19707,12742,31,31,23718.4,31_1_U,2021-08-06 04:55:00,2021-08-06 05:35:00,1,40,35.6,2021-08-06 04:00:00
19714,12742,35A,35A,26150.9,35A_0_U,2021-07-13 03:55:00,2021-07-13 04:55:00,1,60,26.2,2021-07-13 03:00:00
19715,12742,35A,35A,26150.9,35A_0_U,2021-07-13 06:25:00,2021-07-13 07:25:00,1,60,26.2,2021-07-13 06:00:00
19716,12742,35A,35A,26150.9,35A_0_U,2021-07-13 14:40:00,2021-07-13 16:05:00,1,85,18.5,2021-07-13 14:00:00
19717,12742,35A,35A,26150.9,35A_0_U,2021-07-13 17:50:00,2021-07-13 18:50:00,1,60,26.2,2021-07-13 17:00:00
19718,12742,35A,35A,26150.9,35A_0_U,2021-07-21 03:05:00,2021-07-21 04:05:00,1,60,26.2,2021-07-21 03:00:00
19719,12742,35A,35A,26150.9,35A_0_U,2021-07-21 05:45:00,2021-07-21 06:45:00,1,60,26.2,2021-07-21 05:00:00
19720,12742,35A,35A,26150.9,35A_0_U,2021-07-30 05:10:00,2021-07-30 06:10:00,1,60,26.2,2021-07-30 05:00:00
19721,12742,35A,35A,26150.9,35A_0_U,2021-07-30 16:40:00,2021-07-30 18:00:00,1,80,19.6,2021-07-30 16:00:00
19723,12742,35A,35A,26150.9,35A_0_U,2021-08-10 15:30:00,2021-08-10 16:50:00,1,80,19.6,2021-08-10 15:00:00
19725,12742,35A,35A,26166.0,35A_1_U,2021-07-13 02:45:00,2021-07-13 03:50:00,1,65,24.2,2021-07-13 02:00:00
19726,12742,35A,35A,26166.0,35A_1_U,2021-07-13 05:05:00,2021-07-13 06:05:00,1,60,26.2,2021-07-13 05:00:00
19727,12742,35A,35A,26166.0,35A_1_U,2021-07-13 07:45:00,2021-07-13 08:55:00,1,70,22.4,2021-07-13 07:00:00
19728,12742,35A,35A,26166.0,35A_1_U,2021-07-13 10:15:00,2021-07-13 11:15:00,1,60,26.2,2021-07-13 10:00:00
19729,12742,35A,35A,26166.0,35A_1_U,2021-07-13 16:20:00,2021-07-13 17:30:00,1,70,22.4,2021-07-13 16:00:00
19730,12742,35A,35A,26166.0,35A_1_U,2021-07-21 04:15:00,2021-07-21 05:25:00,1,70,22.4,2021-07-21 04:00:00
19733,12742,35A,35A,26166.0,35A_1_U,2021-07-30 18:10:00,2021-07-30 19:20:00,1,70,22.4,2021-07-30 18:00:00
19734,12742,35A,35A,26166.0,35A_1_U,2021-08-10 13:35:00,2021-08-10 15:15:00,1,100,15.7,2021-08-10 13:00:00
19735,12742,35A,35A,26166.0,35A_1_U,2021-08-10 17:05:00,2021-08-10 18:10:00,1,65,24.2,2021-08-10 17:00:00
19770,12742,40A,40A,19873.2,40A_0_U,2021-07-15 14:20:00,2021-07-15 15:15:00,1,55,21.7,2021-07-15 14:00:00
19771,12742,40A,40A,19873.2,40A_0_U,2021-07-15 16:10:00,2021-07-15 16:55:00,1,45,26.5,2021-07-15 16:00:00
19785,12742,40A,40A,19873.2,40A_0_U,2021-07-24 03:40:00,2021-07-24 04:20:00,1,40,29.8,2021-07-24 03:00:00
19786,12742,40A,40A,19873.2,40A_0_U,2021-07-24 06:05:00,2021-07-24 06:50:00,1,45,26.5,2021-07-24 06:00:00
19787,12742,40A,40A,19873.2,40A_0_U,2021-07-24 07:50:00,2021-07-24 08:35:00,1,45,26.5,2021-07-24 07:00:00
19788,12742,40A,40A,19873.2,40A_0_U,2021-07-24 09:30:00,2021-07-24 10:10:00,1,40,29.8,2021-07-24 09:00:00
19789,12742,40A,40A,19873.2,40A_0_U,2021-07-24 11:10:00,2021-07-24 11:50:00,1,40,29.8,2021-07-24 11:00:00
19790,12742,40A,40A,19873.2,40A_0_U,2021-07-24 12:50:00,2021-07-24 13:25:00,1,35,34.1,2021-07-24 12:00:00
19791,12742,40A,40A,19873.2,40A_0_U,2021-07-24 15:10:00,2021-07-24 15:50:00,1,40,29.8,2021-07-24 15:00:00
19792,12742,40A,40A,19873.2,40A_0_U,2021-07-24 16:50:00,2021-07-24 17:30:00,1,40,29.8,2021-07-24 16:00:00
19793,12742,40A,40A,19873.2,40A_0_U,2021-07-24 18:40:00,2021-07-24 19:00:00,1,20,59.6,2021-07-24 18:00:00
19799,12742,40A,40A,19873.2,40A_0_U,2021-07-27 15:45:00,2021-07-27 16:25:00,1,40,29.8,2021-07-27 15:00:00
19800,12742,40A,40A,19873.2,40A_0_U,2021-07-27 19:00:00,2021-07-27 19:40:00,1,40,29.8,2021-07-27 19:00:00
19805,12742,40A,40A,19873.2,40A_0_U,2021-08-02 12:55:00,2021-08-02 13:35:00,1,40,29.8,2021-08-02 12:00:00
19806,12742,40A,40A,19873.2,40A_0_U,2021-08-02 14:45:00,2021-08-02 15:30:00,1,45,26.5,2021-08-02 14:00:00
19807,12742,40A,40A,19873.2,40A_0_U,2021-08-06 12:55:00,2021-08-06 13:45:00,1,50,23.8,2021-08-06 12:00:00
19808,12742,40A,40A,19873.2,40A_0_U,2021-08-06 14:45:00,2021-08-06 15:40:00,1,55,21.7,2021-08-06 14:00:00
19811,12742,40A,40A,19873.2,40A_0_U,2021-08-07 03:55:00,2021-08-07 04:30:00,1,35,34.1,2021-08-07 03:00:00
19812,12742,40A,40A,19873.2,40A_0_U,2021-08-07 05:45:00,2021-08-07 06:20:00,1,35,34.1,2021-08-07 05:00:00
19813,12742,40A,40A,19873.2,40A_0_U,2021-08-07 07:25:00,2021-08-07 08:00:00,1,35,34.1,2021-08-07 07:00:00
19814,12742,40A,40A,19873.2,40A_0_U,2021-08-07 09:15:00,2021-08-07 09:55:00,1,40,29.8,2021-08-07 09:00:00
19815,12742,40A,40A,19873.2,40A_0_U,2021-08-07 13:10:00,2021-08-07 13:45:00,1,35,34.1,2021-08-07 13:00:00
19816,12742,40A,40A,19873.2,40A_0_U,2021-08-07 14:55:00,2021-08-07 15:35:00,1,40,29.8,2021-08-07 14:00:00
19817,12742,40A,40A,19873.2,40A_0_U,2021-08-07 16:35:00,2021-08-07 17:15:00,1,40,29.8,2021-08-07 16:00:00
19818,12742,40A,40A,19873.2,40A_0_U,2021-08-07 19:00:00,2021-08-07 19:35:00,1,35,34.1,2021-08-07 19:00:00
19828,12742,40A,40A,19445.9,40A_1_U,2021-07-15 13:30:00,2021-07-15 14:10:00,1,40,29.2,2021-07-15 13:00:00
19829,12742,40A,40A,19445.9,40A_1_U,2021-07-15 15:20:00,2021-07-15 16:05:00,1,45,25.9,2021-07-15 15:00:00
19845,12742,40A,40A,19445.9,40A_1_U,2021-07-24 04:45:00,2021-07-24 05:25:00,1,40,29.2,2021-07-24 04:00:00
19846,12742,40A,40A,19445.9,40A_1_U,2021-07-24 07:00:00,2021-07-24 07:40:00,1,40,29.2,2021-07-24 07:00:00
19847,12742,40A,40A,19445.9,40A_1_U,2021-07-24 08:45:00,2021-07-24 09:25:00,1,40,29.2,2021-07-24 08:00:00
19848,12742,40A,40A,19445.9,40A_1_U,2021-07-24 10:25:00,2021-07-24 11:00:00,1,35,33.3,2021-07-24 10:00:00
19849,12742,40A,40A,19445.9,40A_1_U,2021-07-24 12:00:00,2021-07-24 12:40:00,1,40,29.2,2021-07-24 12:00:00
19850,12742,40A,40A,19445.9,40A_1_U,2021-07-24 13:35:00,2021-07-24 14:15:00,1,40,29.2,2021-07-24 13:00:00
19851,12742,40A,40A,19445.9,40A_1_U,2021-07-24 16:00:00,2021-07-24 16:40:00,1,40,29.2,2021-07-24 16:00:00
19857,12742,40A,40A,19445.9,40A_1_U,2021-07-27 14:55:00,2021-07-27 15:35:00,1,40,29.2,2021-07-27 14:00:00
19863,12742,40A,40A,19445.9,40A_1_U,2021-08-02 13:45:00,2021-08-02 14:25:00,1,40,29.2,2021-08-02 13:00:00
19865,12742,40A,40A,19445.9,40A_1_U,2021-08-06 13:55:00,2021-08-06 14:35:00,1,40,29.2,2021-08-06 13:00:00
19866,12742,40A,40A,19445.9,40A_1_U,2021-08-06 15:45:00,2021-08-06 16:25:00,1,40,29.2,2021-08-06 15:00:00
19868,12742,40A,40A,19445.9,40A_1_U,2021-08-07 03:15:00,2021-08-07 03:50:00,1,35,33.3,2021-08-07 03:00:00
19869,12742,40A,40A,19445.9,40A_1_U,2021-08-07 04:55:00,2021-08-07 05:30:00,1,35,33.3,2021-08-07 04:00:00
19870,12742,40A,40A,19445.9,40A_1_U,2021-08-07 06:30:00,2021-08-07 07:10:00,1,40,29.2,2021-08-07 06:00:00
19871,12742,40A,40A,19445.9,40A_1_U,2021-08-07 08:15:00,2021-08-07 08:50:00,1,35,33.3,2021-08-07 08:00:00
19872,12742,40A,40A,19445.9,40A_1_U,2021-08-07 10:05:00,2021-08-07 10:35:00,1,30,38.9,2021-08-07 10:00:00
19873,12742,40A,40A,19445.9,40A_1_U,2021-08-07 12:05:00,2021-08-07 12:50:00,1,45,25.9,2021-08-07 12:00:00
19874,12742,40A,40A,19445.9,40A_1_U,2021-08-07 13:55:00,2021-08-07 14:35:00,1,40,29.2,2021-08-07 13:00:00
19875,12742,40A,40A,19445.9,40A_1_U,2021-08-07 15:40:00,2021-08-07 16:15:00,1,35,33.3,2021-08-07 15:00:00
19876,12742,40A,40A,19445.9,40A_1_U,2021-08-07 17:35:00,2021-08-07 18:15:00,1,40,29.2,2021-08-07 17:00:00
19881,12742,41,41,19498.7,41_0_U,2021-07-19 03:20:00,2021-07-19 03:50:00,1,30,39.0,2021-07-19 03:00:00
19882,12742,41,41,19498.7,41_0_U,2021-07-19 05:05:00,2021-07-19 05:45:00,1,40,29.2,2021-07-19 05:00:00
19883,12742,41,41,19498.7,41_0_U,2021-07-19 06:50:00,2021-07-19 07:25:00,1,35,33.4,2021-07-19 06:00:00
19884,12742,41,41,19498.7,41_0_U,2021-07-19 10:20:00,2021-07-19 11:05:00,1,45,26.0,2021-07-19 10:00:00
19885,12742,41,41,19498.7,41_0_U,2021-07-19 14:00:00,2021-07-19 14:35:00,1,35,33.4,2021-07-19 14:00:00
19886,12742,41,41,19498.7,41_0_U,2021-07-19 15:45:00,2021-07-19 16:30:00,1,45,26.0,2021-07-19 15:00:00
19887,12742,41,41,19498.7,41_0_U,2021-07-19 17:15:00,2021-07-19 17:45:00,1,30,39.0,2021-07-19 17:00:00
19888,12742,41,41,19498.7,41_0_U,2021-07-21 14:55:00,2021-07-21 15:40:00,1,45,26.0,2021-07-21 14:00:00
19889,12742,41,41,19498.7,41_0_U,2021-07-26 02:45:00,2021-07-26 03:20:00,1,35,33.4,2021-07-26 02:00:00
19890,12742,41,41,19498.7,41_0_U,2021-07-26 04:30:00,2021-07-26 05:10:00,1,40,29.2,2021-07-26 04:00:00
19891,12742,41,41,19498.7,41_0_U,2021-07-26 06:10:00,2021-07-26 06:45:00,1,35,33.4,2021-07-26 06:00:00
19892,12742,41,41,19498.7,41_0_U,2021-07-26 08:05:00,2021-07-26 08:55:00,1,50,23.4,2021-07-26 08:00:00
19893,12742,41,41,19498.7,41_0_U,2021-07-26 10:15:00,2021-07-26 10:55:00,1,40,29.2,2021-07-26 10:00:00
19894,12742,41,41,19498.7,41_0_U,2021-07-26 12:35:00,2021-07-26 13:25:00,1,50,23.4,2021-07-26 12:00:00
19895,12742,41,41,19498.7,41_0_U,2021-07-26 14:25:00,2021-07-26 15:10:00,1,45,26.0,2021-07-26 14:00:00
19896,12742,41,41,19498.7,41_0_U,2021-07-26 16:30:00,2021-07-26 17:10:00,1,40,29.2,2021-07-26 16:00:00
19897,12742,41,41,19498.7,41_0_U,2021-08-10 02:50:00,2021-08-10 03:30:00,1,40,29.2,2021-08-10 02:00:00
19898,12742,41,41,19498.7,41_0_U,2021-08-10 04:50:00,2021-08-10 05:25:00,1,35,33.4,2021-08-10 04:00:00
19900,12742,41,41,19498.7,41_0_U,2021-08-12 04:20:00,2021-08-12 05:00:00,1,40,29.2,2021-08-12 04:00:00
19902,12742,41,41,19776.8,41_1_U,2021-07-19 04:20:00,2021-07-19 05:05:00,1,45,26.4,2021-07-19 04:00:00
19903,12742,41,41,19776.8,41_1_U,2021-07-19 05:55:00,2021-07-19 06:35:00,1,40,29.7,2021-07-19 05:00:00
19904,12742,41,41,19776.8,41_1_U,2021-07-19 07:45:00,2021-07-19 09:20:00,1,95,12.5,2021-07-19 07:00:00
19905,12742,41,41,19776.8,41_1_U,2021-07-19 11:15:00,2021-07-19 11:55:00,1,40,29.7,2021-07-19 11:00:00
19906,12742,41,41,19776.8,41_1_U,2021-07-19 14:55:00,2021-07-19 15:40:00,1,45,26.4,2021-07-19 14:00:00
19907,12742,41,41,19776.8,41_1_U,2021-07-19 16:35:00,2021-07-19 17:10:00,1,35,33.9,2021-07-19 16:00:00
19909,12742,41,41,19776.8,41_1_U,2021-07-26 01:55:00,2021-07-26 02:25:00,1,30,39.6,2021-07-26 01:00:00
19910,12742,41,41,19776.8,41_1_U,2021-07-26 03:40:00,2021-07-26 04:20:00,1,40,29.7,2021-07-26 03:00:00
19911,12742,41,41,19776.8,41_1_U,2021-07-26 05:15:00,2021-07-26 06:00:00,1,45,26.4,2021-07-26 05:00:00
19912,12742,41,41,19776.8,41_1_U,2021-07-26 06:55:00,2021-07-26 07:30:00,1,35,33.9,2021-07-26 06:00:00
19913,12742,41,41,19776.8,41_1_U,2021-07-26 09:20:00,2021-07-26 10:00:00,1,40,29.7,2021-07-26 09:00:00
19914,12742,41,41,19776.8,41_1_U,2021-07-26 11:20:00,2021-07-26 12:00:00,1,40,29.7,2021-07-26 11:00:00
19915,12742,41,41,19776.8,41_1_U,2021-07-26 15:20:00,2021-07-26 16:00:00,1,40,29.7,2021-07-26 15:00:00
19916,12742,41,41,19776.8,41_1_U,2021-08-10 01:55:00,2021-08-10 02:30:00,1,35,33.9,2021-08-10 01:00:00
19917,12742,41,41,19776.8,41_1_U,2021-08-10 03:55:00,2021-08-10 04:35:00,1,40,29.7,2021-08-10 03:00:00
19918,12742,41,41,19776.8,41_1_U,2021-08-10 05:40:00,2021-08-10 06:25:00,1,45,26.4,2021-08-10 05:00:00
19919,12742,41,41,19776.8,41_1_U,2021-08-12 03:25:00,2021-08-12 04:05:00,1,40,29.7,2021-08-12 03:00:00
19920,12742,42A,42A,21270.2,42A_0_U,2021-07-16 01:35:00,2021-07-16 02:20:00,1,45,28.4,2021-07-16 01:00:00
19921,12742,42A,42A,21270.2,42A_0_U,2021-07-16 03:35:00,2021-07-16 04:30:00,1,55,23.2,2021-07-16 03:00:00
19922,12742,42A,42A,21270.2,42A_0_U,2021-07-16 05:35:00,2021-07-16 06:25:00,1,50,25.5,2021-07-16 05:00:00
19923,12742,42A,42A,21270.2,42A_0_U,2021-07-16 09:55:00,2021-07-16 10:50:00,1,55,23.2,2021-07-16 09:00:00
19925,12742,42A,42A,21270.2,42A_0_U,2021-07-16 18:20:00,2021-07-16 19:10:00,1,50,25.5,2021-07-16 18:00:00
19926,12742,42A,42A,21270.2,42A_0_U,2021-07-20 03:55:00,2021-07-20 04:45:00,1,50,25.5,2021-07-20 03:00:00
19927,12742,42A,42A,21270.2,42A_0_U,2021-07-20 05:55:00,2021-07-20 06:45:00,1,50,25.5,2021-07-20 05:00:00
19929,12742,42A,42A,21270.2,42A_0_U,2021-07-20 14:00:00,2021-07-20 14:45:00,1,45,28.4,2021-07-20 14:00:00
19930,12742,42A,42A,21270.2,42A_0_U,2021-07-21 16:00:00,2021-07-21 16:50:00,1,50,25.5,2021-07-21 16:00:00
19931,12742,42A,42A,21270.2,42A_0_U,2021-07-21 19:40:00,2021-07-21 20:15:00,1,35,36.5,2021-07-21 19:00:00
19932,12742,42A,42A,21270.2,42A_0_U,2021-07-22 01:35:00,2021-07-22 02:15:00,1,40,31.9,2021-07-22 01:00:00
19933,12742,42A,42A,21270.2,42A_0_U,2021-07-22 03:25:00,2021-07-22 04:15:00,1,50,25.5,2021-07-22 03:00:00
19934,12742,42A,42A,21270.2,42A_0_U,2021-07-22 05:25:00,2021-07-22 06:20:00,1,55,23.2,2021-07-22 05:00:00
19935,12742,42A,42A,21270.2,42A_0_U,2021-07-22 07:25:00,2021-07-22 08:20:00,1,55,23.2,2021-07-22 07:00:00
19936,12742,42A,42A,21270.2,42A_0_U,2021-07-22 11:30:00,2021-07-22 12:20:00,1,50,25.5,2021-07-22 11:00:00
19937,12742,42A,42A,21270.2,42A_0_U,2021-07-22 13:30:00,2021-07-22 14:20:00,1,50,25.5,2021-07-22 13:00:00
19938,12742,42A,42A,21270.2,42A_0_U,2021-07-25 11:00:00,2021-07-25 11:55:00,1,55,23.2,2021-07-25 11:00:00
19939,12742,42A,42A,21270.2,42A_0_U,2021-07-25 15:15:00,2021-07-25 16:05:00,1,50,25.5,2021-07-25 15:00:00
19940,12742,42A,42A,21270.2,42A_0_U,2021-07-25 19:05:00,2021-07-25 19:45:00,1,40,31.9,2021-07-25 19:00:00
19941,12742,42A,42A,21270.2,42A_0_U,2021-07-27 03:35:00,2021-07-27 04:30:00,1,55,23.2,2021-07-27 03:00:00
19942,12742,42A,42A,21270.2,42A_0_U,2021-07-27 05:35:00,2021-07-27 06:30:00,1,55,23.2,2021-07-27 05:00:00
19943,12742,42A,42A,21270.2,42A_0_U,2021-07-28 03:35:00,2021-07-28 04:30:00,1,55,23.2,2021-07-28 03:00:00
19944,12742,42A,42A,21270.2,42A_0_U,2021-08-03 03:35:00,2021-08-03 04:25:00,1,50,25.5,2021-08-03 03:00:00
19945,12742,42A,42A,21270.2,42A_0_U,2021-08-03 05:35:00,2021-08-03 06:30:00,1,55,23.2,2021-08-03 05:00:00
19946,12742,42A,42A,21270.2,42A_0_U,2021-08-03 09:40:00,2021-08-03 10:30:00,1,50,25.5,2021-08-03 09:00:00
19947,12742,42A,42A,21270.2,42A_0_U,2021-08-03 13:50:00,2021-08-03 14:40:00,1,50,25.5,2021-08-03 13:00:00
19948,12742,42A,42A,21270.2,42A_0_U,2021-08-04 01:00:00,2021-08-04 01:35:00,1,35,36.5,2021-08-04 01:00:00
19949,12742,42A,42A,21270.2,42A_0_U,2021-08-04 02:55:00,2021-08-04 03:45:00,1,50,25.5,2021-08-04 02:00:00
19950,12742,42A,42A,21270.2,42A_0_U,2021-08-04 04:55:00,2021-08-04 05:50:00,1,55,23.2,2021-08-04 04:00:00
19953,12742,42A,42A,21270.2,42A_0_U,2021-08-05 08:15:00,2021-08-05 09:10:00,1,55,23.2,2021-08-05 08:00:00
19955,12742,42A,42A,21270.2,42A_0_U,2021-08-05 18:30:00,2021-08-05 19:15:00,1,45,28.4,2021-08-05 18:00:00
19957,12742,42A,42A,21270.2,42A_0_U,2021-08-09 01:35:00,2021-08-09 02:15:00,1,40,31.9,2021-08-09 01:00:00
19958,12742,42A,42A,21270.2,42A_0_U,2021-08-09 03:40:00,2021-08-09 04:35:00,1,55,23.2,2021-08-09 03:00:00
19960,12742,42A,42A,21270.2,42A_0_U,2021-08-09 13:50:00,2021-08-09 14:45:00,1,55,23.2,2021-08-09 13:00:00
19961,12742,42A,42A,21270.2,42A_0_U,2021-08-11 01:35:00,2021-08-11 02:10:00,1,35,36.5,2021-08-11 01:00:00
19962,12742,42A,42A,21270.2,42A_0_U,2021-08-11 03:35:00,2021-08-11 04:25:00,1,50,25.5,2021-08-11 03:00:00
19963,12742,42A,42A,21270.2,42A_0_U,2021-08-11 11:50:00,2021-08-11 12:40:00,1,50,25.5,2021-08-11 11:00:00
19965,12742,42A,42A,21270.2,42A_0_U,2021-08-12 05:20:00,2021-08-12 06:15:00,1,55,23.2,2021-08-12 05:00:00
19967,12742,42A,42A,21270.2,42A_0_U,2021-08-13 02:15:00,2021-08-13 03:00:00,1,45,28.4,2021-08-13 02:00:00
19968,12742,42A,42A,21270.2,42A_0_U,2021-08-13 04:15:00,2021-08-13 05:10:00,1,55,23.2,2021-08-13 04:00:00
19969,12742,42A,42A,21100.8,42A_1_U,2021-07-16 02:15:00,2021-07-16 03:25:00,1,70,18.1,2021-07-16 02:00:00
19970,12742,42A,42A,21100.8,42A_1_U,2021-07-16 04:25:00,2021-07-16 05:25:00,1,60,21.1,2021-07-16 04:00:00
19971,12742,42A,42A,21100.8,42A_1_U,2021-07-16 08:25:00,2021-07-16 09:35:00,1,70,18.1,2021-07-16 08:00:00
19972,12742,42A,42A,21100.8,42A_1_U,2021-07-16 10:45:00,2021-07-16 11:40:00,1,55,23.0,2021-07-16 10:00:00
19973,12742,42A,42A,21100.8,42A_1_U,2021-07-16 15:00:00,2021-07-16 15:50:00,1,50,25.3,2021-07-16 15:00:00
19974,12742,42A,42A,21100.8,42A_1_U,2021-07-16 17:05:00,2021-07-16 17:55:00,1,50,25.3,2021-07-16 17:00:00
19976,12742,42A,42A,21100.8,42A_1_U,2021-07-20 01:05:00,2021-07-20 01:40:00,1,35,36.2,2021-07-20 01:00:00
19977,12742,42A,42A,21100.8,42A_1_U,2021-07-20 02:30:00,2021-07-20 03:30:00,1,60,21.1,2021-07-20 02:00:00
19978,12742,42A,42A,21100.8,42A_1_U,2021-07-20 04:40:00,2021-07-20 05:30:00,1,50,25.3,2021-07-20 04:00:00
